dist,TFA_r,AMA_r
5050.0,-1.9930382049677116,4.469530765346485
5100.0,-2.22746201304832,3.4702371231867155
5150.0,-1.4990179783729987,4.034081676189076
5200.0,-2.129886982797171,4.054963832320797
5250.0,-2.182330913083274,3.54812636433562
5300.0,-1.6325106271321814,4.023831256593148
5350.0,-1.6155824160210597,3.8821693376266166
5400.0,-1.7131221836757529,3.789943996536525
5450.0,-2.5144951611377606,3.5617686415639276
5500.0,-2.18336735132936,4.290212593450557
5550.0,-1.2215751254585732,3.50071942728676
5600.0,-2.806717534229649,5.464088997161228
5650.0,-2.1641172007611607,4.802144595874448
5700.0,-1.5775309318252626,3.4768238446535937
5750.0,-2.600182649651269,4.06449698339332
5800.0,-1.5308027829153594,3.2614633478597885
5850.0,-2.401189899007392,4.182619077441875
5900.0,-1.3530239062270848,3.3414833503182586
5950.0,-2.184598900824364,4.227108865865958
6000.0,-1.2761039699212435,3.916829248224997
6050.0,-1.8926498467900312,4.0898543758505
6100.0,-1.6020168143750335,3.1828235862260414
6150.0,-2.385795751817416,4.726330010631122
6200.0,-2.573689628677237,5.4698448494631355
6250.0,-1.4652749523126662,3.8653860855440745
6300.0,-1.7373268416961836,3.9421177874757847
6350.0,-2.838476954376452,4.590852141551945
6400.0,-2.82094743666204,4.840630080078363
6450.0,-1.795538123121626,3.789555692438916
6500.0,-2.35389131179279,5.454497674515348
6550.0,-1.8920437951620503,5.529790851183718
6600.0,-2.785545966940945,5.4659614130289595
6650.0,-1.816501593907156,4.792497181877536
6700.0,-2.6823940970853126,4.948921615007573
6750.0,-3.159034839042196,4.644484481148358
6800.0,-1.5041556761951724,5.247899538887877
6850.0,-1.624125519187544,4.869881928424299
6900.0,-3.287731015568883,5.40752265632636
6950.0,-3.3077279160345334,4.681163212407044
7000.0,-2.959581327782212,4.609918863467851
7050.0,-2.100481941884216,6.0698316954065925
7100.0,-3.3755942310747793,5.393078197661671
7150.0,-3.4322003128191434,6.689263326885235
7200.0,-2.7291020008618965,5.1168104175632205
7250.0,-2.3162290086982815,6.377062495078984
7300.0,-2.4307757313306486,6.710239657297097
7350.0,-3.389743859273067,5.887821735938222
7400.0,-2.596068076321959,6.032716532044684
7450.0,-3.4221334034787017,7.21130974329032
7500.0,-2.8239639982849694,6.652115971486195
7550.0,-2.744184506776614,6.620426890722577
7600.0,-2.43597456345398,6.462498474461572
7650.0,-2.2740916855698714,5.894260808808664
7700.0,-2.7700939490660654,6.666653152081548
7750.0,-2.2870735518730694,5.71656881526036
7800.0,-2.701687915373901,7.4162931568434916
7850.0,-3.5282282969611,6.785221421707295
7900.0,-3.454450824000072,6.921587573641566
7950.0,-4.408233452811876,7.538087763539006
8000.0,-2.663065452798638,8.215201283967165
8050.0,-3.865514959916093,7.84185629910256
8100.0,-3.3593525539843094,7.771017110431182
8150.0,-3.0793784942574876,9.623615803522371
8200.0,-3.207397326774092,8.63079739774966
8250.0,-4.416456179196599,9.406261653938506
8300.0,-3.586014793707579,8.867629234543875
8350.0,-3.278028954184011,9.949221764347048
8400.0,-4.656223515532078,9.692749528539272
8450.0,-4.442556289372947,10.462575265449194
8500.0,-4.713203251528804,9.31812264353571
8550.0,-3.898194828593103,11.007178835387352
8600.0,-5.490762529884865,10.987852484058129
8650.0,-4.180895754251608,11.258736304070512
8700.0,-4.790947458256618,10.965012511335315
8750.0,-5.72318371923406,12.189371945560923
8800.0,-6.478512473103045,12.594585191229177
8850.0,-6.3967180631426395,13.079662456976607
8900.0,-5.5706369975211505,12.922252238423487
8950.0,-6.258962665624089,14.572142653996812
9000.0,-7.127949010184812,15.491414001043786
9050.0,-7.348104263995533,16.27082761651862
9100.0,-6.72555908162686,15.572454864233839
9150.0,-7.401387489738639,17.448178004617176
9200.0,-9.761098569900172,19.00611750218704
9250.0,-8.843247849751908,18.740372529364247
9300.0,-10.492724095194175,21.064603007403807
9350.0,-11.942977832855531,22.905329212115557
9400.0,-11.44220749933752,23.526939328166137
9450.0,-14.781856152559127,25.37107134291652
9500.0,-15.663310015220736,27.895720166910493
9550.0,-17.39400298534043,30.66654154026908
9600.0,-20.45501740369234,34.31306068779362
9650.0,-24.351050997064988,37.75452573439784
9700.0,-29.211645092835766,42.99509806429959
9750.0,-36.794843653651434,49.78848186980425
9800.0,-46.63493369631,58.04984389083674
9850.0,-59.296147006098074,67.6749981825982
9900.0,-75.25856122261571,79.42938063048659
9950.0,-90.4193659664623,90.50992769287906
10000.0,-92.02356901985117,95.00623292142932
10050.0,-75.34126222231981,89.99025656807406
10100.0,-52.31344189519042,77.4286538154582
10150.0,-34.58408212943914,66.87312799466216
10200.0,-22.79063299658512,57.0362200212981
10250.0,-14.004916616176528,47.38888710215603
10300.0,-10.58124617876336,42.84655631873368
10350.0,-7.4328840060811165,36.517843660866205
10400.0,-3.9392467226891585,32.55000748541781
10450.0,-3.61236009879936,29.20276377640316
10500.0,-2.9201800679758905,26.71717441918188
10550.0,-1.2672345575129325,25.044111428851373
10600.0,-1.268538240539009,22.44036791450992
10650.0,-0.4205421199442248,21.05606601617972
10700.0,-0.5100272355898512,18.859283069504563
10750.0,0.42667433353621353,17.320841651899524
10800.0,-0.3745318138715554,17.436440211490815
10850.0,0.23702380729176453,14.561069958987853
10900.0,0.9864014852943124,14.772549386958675
10950.0,0.37453507436541805,14.19040337412871
11000.0,-0.8321935281835312,13.046068713697384
11050.0,0.5859908541912436,13.57115114576438
11100.0,0.25547214603933766,12.858292410557311
11150.0,-0.8504820689857436,11.503112151991816
11200.0,-0.44402955254076537,11.35982249159319
11250.0,-0.30740199378919897,10.959042842743232
11300.0,0.2913535410583614,10.660161919101494
11350.0,0.11923143552726811,9.2921118942086
11400.0,-0.8432077271422762,9.240677030914012
11450.0,0.40564563451302016,8.156200238325
11500.0,0.6225461650251681,8.198030780750129
11550.0,-0.32017768875844177,7.657306805244097
11600.0,0.605520422471097,8.4848965784556
11650.0,0.42382057201119205,8.278044049687043
11700.0,-1.1472321450171423,7.345118563192978
11750.0,0.01895920091093095,7.416225861551292
11800.0,0.35380035558776846,7.6231011339996675
11850.0,-0.2834857622129065,6.216683088619951
11900.0,-0.3784397769727734,7.275138979214477
11950.0,-0.028805147397656047,6.773109893725879
12000.0,-1.0816379910181584,6.073011469837302
12050.0,-0.9328185869475688,6.409674591776807
12100.0,0.20940295267269993,6.2052519052237765
12150.0,-0.161087511444979,6.468770041851315
12200.0,-0.2839563008466968,6.321630572571315
12250.0,-0.18221087263109137,5.799788793753192
12300.0,0.18785550410274296,5.969861650803232
12350.0,-1.4960202799521047,5.25200145036113
12400.0,-0.0764813634662247,5.056472760299317
12450.0,-1.5675177221187275,4.652693084844372
12500.0,-1.4675720061559971,5.356331436190826
12550.0,-1.1618291644946954,6.008478015165309
12600.0,-0.9843400667279008,4.707689770555421
12650.0,-1.7515758848263745,5.384387414328478
12700.0,-0.8040195757998971,4.21422335111319
12750.0,-0.42302431795780254,4.380961111297247
12800.0,-0.6010858789250788,4.090479061123627
12850.0,-1.1346395456395173,4.363770932217419
12900.0,-0.46463454220471,4.0370931331031725
12950.0,-0.6316542143077424,4.243674626357901
13000.0,-1.1099877223917043,3.9228503990242234
13050.0,-0.8061292455835477,3.128772290460553
13100.0,-1.6992369852529507,4.089512193009937
13150.0,-0.3979477279962671,4.1268074398186165
13200.0,-0.49253115080771903,4.060543395447406
13250.0,-1.2027403551766296,4.2775958265656575
13300.0,-0.9791163336841064,3.2195215269039656
13350.0,-0.7487669061336351,3.4245282122435095
13400.0,-2.045484842812468,3.7921706364507575
13450.0,-0.7169538766171863,2.637004834982576
13500.0,-2.225185730763557,4.3492797445605405
13550.0,-1.0387056969343138,3.702036338018736
13600.0,-0.795697771400523,3.1512250775118584
13650.0,-1.0324874957461743,3.673201673724815
13700.0,-1.237421591260802,4.378066964008693
13750.0,-1.5559449046403924,3.5566319223907703
13800.0,-2.3286515698127044,4.662107958580331
13850.0,-2.2775307491665417,3.6948470986763513
13900.0,-1.4464754702318647,3.354109286370853
13950.0,-0.9278041394712508,3.305081916581156
14000.0,-2.1065697532044503,3.268090265971688
14050.0,-2.5246191377778686,3.3425445048767055
14100.0,-0.8602967215433822,2.851252402421044
14150.0,-2.4587457078495474,3.44801348137755
14200.0,-0.717033028275393,4.182468009630348
14250.0,-1.5129782076716547,2.806304878007763
14300.0,-2.0782101887241833,3.1998427738132116
14350.0,-2.4928260184384614,4.342344156716924
14400.0,-2.053024084566488,3.0900453443887588
14450.0,-2.626058513966658,4.099322455417769
14500.0,-1.3893175791904275,2.644973463817861
14550.0,-1.6419113523586475,2.3812845616046747
14600.0,-1.2127728374675668,2.354871540482755
14650.0,-1.91141194928165,3.915154689014837
14700.0,-2.489011707861984,3.8362408565319046
14750.0,-2.466302611802305,2.9397025652312414
14800.0,-2.2457195399708008,2.430037214962314
14850.0,-2.6414364161058472,3.731359009975871
14900.0,-2.480587494837821,2.778481626499825
14950.0,-2.9343780235015595,3.527734805335204
15000.0,-2.281120201023504,3.2506322942834878
15050.0,-1.523221954997667,3.711037118686556
15100.0,-3.0934018501238447,4.186041626535098
15150.0,-2.916435225236527,3.7757352389840495
15200.0,-2.4871613000079766,2.8872724962669376
15250.0,-1.8272900908272072,2.508739119104447
15300.0,-2.631879651647068,3.575122532954637
15350.0,-2.0212702727708978,2.42838516055237
15400.0,-1.857301999088424,2.5765689784181647
15450.0,-1.4771373969524992,2.2328256804225575
15500.0,-3.061770964323088,3.0329397747313327
15550.0,-1.6143621348646373,2.300794498077453
15600.0,-2.673773536969975,3.69039724087764
15650.0,-3.081202031355721,3.7755572564095345
15700.0,-2.161191149538413,2.889484711766917
15750.0,-1.9916400677019244,2.6759939703191775
15800.0,-3.650618837700828,3.795987532188067
15850.0,-2.232074699867356,2.21417670532565
15900.0,-2.1915923725117645,2.492606215766642
15950.0,-2.918345347601166,3.489103254712844
16000.0,-3.7611421558402074,3.8297088389299208
16050.0,-2.165708326489632,2.658419524757751
16100.0,-2.004885192771292,2.067435173598071
16150.0,-2.1738529329261382,2.433687075247781
16200.0,-2.580506354183852,2.634512355574395
16250.0,-4.032568272567392,4.430293677795887
16300.0,-3.6142058320792474,3.788731345846536
16350.0,-2.8685836028215146,2.8981525422368
16400.0,-3.6635491913846887,3.892464826759992
16450.0,-3.444808396273231,3.7966901044294494
16500.0,-2.9982691316946486,3.448339981295492
16550.0,-4.346685476140284,4.316898296589792
16600.0,-3.2861576444703062,3.4883156678864222
16650.0,-3.1826189487937704,3.6876721195060616
16700.0,-2.992685976994814,2.928073497655059
16750.0,-4.1220150641040885,4.292837655672376
16800.0,-4.671543413307262,4.844330134461435
16850.0,-4.253130235653229,4.170428463465788
16900.0,-4.571695432733611,4.49325406436331
16950.0,-4.093677954868387,4.23098673208255
17000.0,-4.599775808618583,4.661961490924728
17050.0,-4.633212692626721,4.6081691495010055
17100.0,-3.932934272588912,4.063518174659227
17150.0,-4.409827593701685,4.327659726122766
17200.0,-4.272400941402095,4.202369959158203
17250.0,-5.1786778924177055,5.131957362578526
17300.0,-4.153244025362162,4.141450926804056
17350.0,-5.532163751489771,5.658680985585304
17400.0,-4.48240464093776,4.523688974542871
17450.0,-5.29721742829385,5.362492834891272
17500.0,-4.604595556725667,4.598754955173638
17550.0,-4.68899080365488,4.917184121784812
17600.0,-4.662456517693739,4.591588691131065
17650.0,-6.272768297283322,6.19941248128614
17700.0,-4.910961113742349,4.998884585829075
17750.0,-6.554374215020941,6.685344739022235
17800.0,-5.354599364149356,5.377668262629214
17850.0,-6.7098309362770365,6.62868219482089
17900.0,-6.550321193992383,6.560995357749542
17950.0,-5.854637741848224,5.8162905307042285
18000.0,-6.726599690203741,6.647024217770654
18050.0,-6.664444291780244,6.596024344028767
18100.0,-6.559453631136428,6.506530232719148
18150.0,-7.826229410579619,7.761943236406905
18200.0,-8.228464148551684,8.147592959895977
18250.0,-6.785969491028449,6.860919840945331
18300.0,-6.837959339861476,6.75291146459524
18350.0,-8.806741646859303,8.740913479779206
18400.0,-9.028361510639117,8.986304039757893
18450.0,-8.149014741450774,8.229897882230958
18500.0,-7.87955736721912,7.822274549430605
18550.0,-8.678649502372124,8.628692565012198
18600.0,-9.464131092491064,9.44386592808168
18650.0,-9.18492647352124,9.103272847411736
18700.0,-9.781807026483715,9.716289465374622
18750.0,-10.029451143834748,10.055211959378228
18800.0,-10.399588739328331,10.313972872928616
18850.0,-10.90427330434022,10.913459372509935
18900.0,-12.86269076630381,12.848870246985916
18950.0,-12.766071782008872,12.868009422244835
19000.0,-14.24531850881538,14.247057725906757
19050.0,-13.327519159630704,13.404670204057348
19100.0,-13.78833912231321,13.836665126211948
19150.0,-15.338965246070668,15.286003511231124
19200.0,-17.042123925724457,17.190358542949493
19250.0,-17.338142091515753,17.43387274515493
19300.0,-19.10646756796209,19.228864338270537
19350.0,-20.57860581177044,20.92776377963792
19400.0,-20.46500444971362,20.73346660650697
19450.0,-22.45671250936475,23.000672939067616
19500.0,-24.935628492359704,25.699214681834768
19550.0,-25.50654088942138,26.68851670354164
19600.0,-28.955361487768073,30.803725332591775
19650.0,-30.439181469522936,32.61968250736249
19700.0,-31.597026157755217,35.758366264461266
19750.0,-34.29576311391515,39.963993130281104
19800.0,-34.789572845130344,44.907869014336086
19850.0,-33.672386768394404,49.08583210080875
19900.0,-30.190477147817344,52.35594808618611
19950.0,-23.28778664267205,56.83816635287933
20000.0,-13.533631776434662,56.43626252676536
20050.0,-2.650582468897462,56.989791110740754
20100.0,6.818742311198381,52.95872519792093
20150.0,13.3887989471433,50.40708123144898
20200.0,17.157546916134997,44.500044583876864
20250.0,20.518069698732457,41.088009941092096
20300.0,20.86782040330525,38.12168906110547
20350.0,21.30199082594278,34.071208719382405
20400.0,19.960065030193135,30.232158002803867
20450.0,19.776256292879214,29.30850744062161
20500.0,19.456521409249067,26.593044470771357
20550.0,17.423599268281656,23.806227784181555
20600.0,18.15422869172981,23.38645068966768
20650.0,17.6358990413651,21.95977426091084
20700.0,16.410538771697144,20.639583107249138
20750.0,15.586157980658344,19.659239332975535
20800.0,15.148586815718716,18.222037325296213
20850.0,14.479947207268683,17.35840253708901
20900.0,12.778115392608372,15.404214746010588
20950.0,13.719316542697308,16.40798044430889
21000.0,12.79329053236496,15.010780356156465
21050.0,11.161206293573272,13.760747927165593
21100.0,11.982153326155583,13.790458617922368
21150.0,10.770228903913118,12.94578986205323
21200.0,9.835587929423452,11.74284830923822
21250.0,9.490009689257146,10.8048263703555
21300.0,10.185214668278403,11.706068015391777
21350.0,10.4596654949007,11.844838798403911
21400.0,9.087783969104528,10.561037295151513
21450.0,8.963678465960953,10.132305554377592
21500.0,8.349884212444934,10.264550006304932
21550.0,8.996321519003228,10.398439146048442
21600.0,7.320187347895922,8.427918927132954
21650.0,7.36732645659335,8.911536584133186
21700.0,7.211706511412272,8.139553610794957
21750.0,8.095100517000786,9.205828657208098
21800.0,6.551443776233505,7.784659005920122
21850.0,7.512519744217038,8.534398933863798
21900.0,7.394010222636467,8.075781568714318
21950.0,7.377495346331012,8.330048127919527
22000.0,6.619215795751032,7.6322257319456766
22050.0,6.5970284281323375,7.401412626282511
22100.0,5.585760847683196,6.101955820932468
22150.0,5.426366187212414,6.294541200761547
22200.0,6.008599849491615,7.309995572404734
22250.0,5.544083321813719,6.516266943268193
22300.0,5.3657977815342885,6.302411335453735
22350.0,6.347180422518995,7.3107264889440335
22400.0,4.859751430156955,6.063961352066684
22450.0,6.053688472564812,7.099824326516665
22500.0,4.872684001495555,5.637477635488728
22550.0,5.335788736053131,6.041500306289756
22600.0,5.9406800557021695,6.734304228188428
22650.0,4.513105948639879,4.883406127611389
22700.0,6.057399815043078,6.806554670248663
22750.0,4.407601050312145,5.4975382539285365
22800.0,5.518737007866973,5.848489631249776
22850.0,4.460816551125108,5.162707112050868
22900.0,5.242710931625242,6.076683674609245
22950.0,5.051493871564628,5.641871249145582
23000.0,4.29803206603702,4.6570429362564365
23050.0,5.397055734838483,6.355243540061102
23100.0,5.115401968291552,5.935788268142167
23150.0,4.824341919581519,5.154639937264928
23200.0,5.1056321340042095,5.6716901057359035
23250.0,4.8889975992202315,5.421809558043666
23300.0,4.403907686900241,4.910330738114435
23350.0,3.9952213411799007,4.324775491147136
23400.0,3.799382488658327,4.668387007811472
23450.0,5.037052125943659,5.959277870081205
23500.0,3.6444968308036345,4.297947402587028
23550.0,4.451450132815763,5.082157442668176
23600.0,3.830764622626272,4.324189895936112
23650.0,4.889774100881394,5.324300577559827
23700.0,2.8972471079211566,3.457103797755648
23750.0,4.773093716379343,5.306120143911223
23800.0,2.979616511943997,3.5162875891105623
23850.0,4.459119063984926,5.0088512326620895
23900.0,4.124219098555954,4.92112082963265
23950.0,2.8152878688522525,3.54096604222988
24000.0,3.3799519910692215,4.164107910815448
24050.0,2.6350339721746567,2.7975469289449633
24100.0,2.677370617708954,2.993673559156329
24150.0,2.5342885451890345,4.049721683110247
24200.0,3.0213666617573107,3.74345791323556
24250.0,3.386486610454599,3.671132177018499
24300.0,4.296585797163004,4.657851359097579
24350.0,2.8079763639523074,3.316852483739349
24400.0,2.7094444049549895,3.4497976475685985
24450.0,2.298572906418386,3.1600359354449346
24500.0,2.381518765952628,2.7064068131190995
24550.0,2.6148860127453255,2.9293663973825805
24600.0,4.141097527612736,4.785285437918529
24650.0,2.886958548384305,4.090426216244137
24700.0,2.894245752068149,3.665369083260277
24750.0,2.732107958550604,3.0148152250226667
24800.0,3.153958878866564,3.5907503636382487
24850.0,3.9572126820412854,4.241224086166101
24900.0,2.80018351239818,3.4468271384913263
24950.0,2.150615257845878,2.3766638818941326
25000.0,2.027218529933154,2.143429808835334
25050.0,3.309939409214109,3.565415936787806
25100.0,1.8819071717729725,3.047660131037184
25150.0,1.9762392022055404,3.8700196785018135
25200.0,2.534958536116332,2.78400095760548
25250.0,1.9940648775580772,3.2997179568968384
25300.0,2.270294752481985,3.110442626634145
25350.0,2.6665155528120543,3.327470993716363
25400.0,2.1765553894690086,2.813291587319781
25450.0,2.713237111489616,3.2475392750493466
25500.0,3.501951394804328,3.950296463168472
25550.0,2.3469708456304144,2.953028922809942
25600.0,2.1973956737088303,2.80686036674565
25650.0,3.1593066562251577,3.9802261074814176
25700.0,2.0994464304582494,2.230711001862212
25750.0,3.1494086868282016,3.994828436821837
25800.0,2.3249469356246433,2.5864930008742
25850.0,2.8859846748956848,3.812836604090296
25900.0,1.8235688443198577,2.7072556270981343
25950.0,2.0934577163109718,2.838810983073869
26000.0,3.3829846534968864,3.8747742002410814
26050.0,1.7539331941522536,1.9838648333267457
26100.0,2.60221204421668,2.703007985419319
26150.0,2.07438206690188,2.344227456206438
26200.0,3.1596327716326145,3.4379792689699245
26250.0,3.255096532273904,4.099452861077466
26300.0,2.187787866335096,2.4469498231572446
26350.0,1.9343768521263889,2.414315372318189
26400.0,2.4350344010511686,3.05543508356908
26450.0,1.6080832141271426,2.3480431915143556
26500.0,1.3360679290331936,2.219667364467062
26550.0,2.349166428498877,3.394553832309274
26600.0,2.894888912207803,3.4826251826943744
26650.0,2.2901760661701736,2.9462599456814584
26700.0,2.9375874134745787,3.4414809639250854
26750.0,3.029285945856464,3.3889954264094366
26800.0,1.8507180342525975,2.2413895419666208
26850.0,2.1671348702729825,2.515905597393645
26900.0,2.8908465415787563,3.3423053038967727
26950.0,1.988451456716362,2.3904152036647246
27000.0,2.9617298491867072,3.248162523227823
27050.0,2.806240229247291,4.048997846337689
27100.0,2.134942665400368,2.6489021774980204
27150.0,2.559422714551764,3.0610656352847867
27200.0,2.498132581509733,3.1859738034587464
27250.0,2.708385064495966,2.8520006215241915
27300.0,2.9191261700678295,3.414700140882608
27350.0,2.299660641290923,3.102304124461546
27400.0,1.2608063915084795,3.1469306435668973
27450.0,2.361583753945798,2.5785874808857834
27500.0,2.229461096456765,2.8342690831695245
27550.0,2.3711794768354886,2.9718281996765414
27600.0,1.3756756702244648,1.5232868752529936
27650.0,2.457813425686908,3.254074508830728
27700.0,2.413604816967,2.8653659303323695
27750.0,1.1110382771946679,1.597095331236443
27800.0,1.6705628910645995,1.7610779841772068
27850.0,2.694929627827147,2.856827703526192
27900.0,1.6591765836719468,2.097508395715023
27950.0,1.0858317232409431,1.4663243258064875
28000.0,2.779592548446297,3.079685782980103
28050.0,1.2633675331666763,2.2844988251637193
28100.0,0.9224892615378062,1.6141497005845107
28150.0,0.939227399552588,2.2608244459602944
28200.0,2.826728723310567,2.9256256633806967
28250.0,2.20429859706529,3.188268227432036
28300.0,1.4581905475208068,2.249321440830193
28350.0,1.6510846317313503,1.9771911483052556
28400.0,2.6692094939341287,2.955704016078593
28450.0,2.208721877021404,2.403770839384346
28500.0,2.206148726806559,2.473996040952559
28550.0,2.5893270234002275,2.6820545352697014
28600.0,0.8399549846111598,1.6330076054546716
28650.0,2.135369428283301,2.362235778447201
28700.0,1.1866604050068312,1.273550992685866
28750.0,1.1662238104988518,1.254002157215882
28800.0,0.9494959593565137,1.568609561535266
28850.0,1.0828745999941227,1.904048200750464
28900.0,2.4153558809879745,2.5960311977670565
28950.0,0.987527547176461,2.1477258914388586
29000.0,1.844389787327832,2.1447911531939563
29050.0,2.6650982345296192,3.145737797010169
29100.0,2.2010863582810876,2.5235724349575364
29150.0,2.23733632189625,2.3266856936130487
29200.0,0.8704039404242518,1.0590756767940512
29250.0,2.240641438608856,2.3987281706352257
29300.0,1.8065133195173089,2.008909578782305
29350.0,2.226511758486577,2.6963799978919494
29400.0,0.7511465280082466,0.854128012078776
29450.0,0.6638699129152008,1.762011892235068
29500.0,1.0795043386183587,2.03198090000206
29550.0,1.71809992668519,2.05911527884359
29600.0,1.6694444078155657,2.3093347096652463
29650.0,0.955977997615423,1.2155402629621557
29700.0,1.4800377427885685,1.74514965643585
29750.0,2.545274370390968,2.8682860212402224
29800.0,2.0147245623464,2.380115630511165
29850.0,1.3063993392276763,2.1509623919446907
29900.0,1.9025508593230904,2.6215765012187844
29950.0,0.6402822477033874,0.9991476110172782
30000.0,2.4097883835944516,2.5436513687460187
