# TFA (nT) IAVF (nT) INC (degree)
-1.000455482414146680e+01 7.754006935386335897e+01 1.736012784115044383e+02
-1.472643765318234799e+01 7.803586567622338066e+01 1.772114566338935333e+02
-1.968260607733496315e+01 7.824361037048426226e+01 -1.789374178377032081e+02
-2.476163257863947109e+01 7.810461279052489658e+01 -1.748482493806168918e+02
-2.981535952926154920e+01 7.756226053971185763e+01 -1.705307435437794084e+02
-3.466390641066642075e+01 7.656739735170749839e+01 -1.660020388463167365e+02
-3.910768301173629879e+01 7.508434433045049161e+01 -1.612865648679002959e+02
-4.294603915255017057e+01 7.309655489143449358e+01 -1.564148626031955018e+02
-4.599990426484033890e+01 7.061064658466003152e+01 -1.514212425896852778e+02
-4.813376008855928490e+01 6.765768093888908652e+01 -1.463403664693235271e+02
-4.927165367526522743e+01 6.429112995835694733e+01 -1.412030463273975727e+02
-4.940330920812255755e+01 6.058181817141730363e+01 -1.360316665933045499e+02
-4.857930409708077235e+01 5.661093107329975993e+01 -1.308355707020193108e+02
-4.689742029273506319e+01 5.246261270184952252e+01 -1.256065034543489958e+02
-4.448429125955230745e+01 4.821761498020838133e+01 -1.203137994761446947e+02
-4.147672656853627871e+01 4.394904019934701012e+01 -1.148985070945607418e+02
-3.800594544300454203e+01 3.972071599231995265e+01 -1.092650397742356887e+02
-3.418622880478294235e+01 3.558843960212034574e+01 -1.032682017607749430e+02
-3.010796840074124603e+01 3.160442893601815584e+01 -9.669254494111110887e+01
-2.583412288774750110e+01 2.782597405381749667e+01 -8.922057293162589531e+01
-2.139868467077539904e+01 2.433060882567068361e+01 -8.038955377723119966e+01
-1.680572590446326942e+01 2.124172932486751719e+01 -6.955633679063127772e+01
-1.202771314798809854e+01 1.876693853342012375e+01 -5.596163934228074055e+01
-7.001924914150508883e+00 1.723245304631543462e+01 -3.913741236026490355e+01
-1.624006110768852817e+00 1.704434020946422024e+01 -1.980883435274728299e+01
4.261655526107111847e+00 1.851201836175103566e+01 -2.524757936581827900e-01
1.087252176425838002e+01 2.170354363550320542e+01 1.731236097405349028e+01
1.848839663385034982e+01 2.655444603734055065e+01 3.232885026595906197e+01
2.740280055503008327e+01 3.304588542502536797e+01 4.555547003266558193e+01
3.771031650300048454e+01 4.120214246167052607e+01 5.818794029067847617e+01
4.867651892355350896e+01 5.082141834555282145e+01 7.142290704225015929e+01
5.753838482272190191e+01 6.086823997510217765e+01 8.615929262692874602e+01
5.922511034355428450e+01 6.890912968661343996e+01 1.024232105543971585e+02
5.074598110093536008e+01 7.217090554789153600e+01 1.188374224747307863e+02
3.631984697201033896e+01 7.027346618344557783e+01 1.333370846846129041e+02
2.267215933164504094e+01 6.542128422820300671e+01 1.447379137678620395e+02
1.271183478343216144e+01 5.990182738888714198e+01 1.531216544323018809e+02
6.159790324592014699e+00 5.488116294898998149e+01 1.591738705947944652e+02
1.899059207214255807e+00 5.068706998992819024e+01 1.636479985076107653e+02
-1.030467378849339255e+00 4.726002912372758402e+01 1.671835326118473404e+02
-3.272464012470945427e+00 4.438749596294975674e+01 1.702842637300989281e+02
-5.199884098944930422e+00 4.178640246626444821e+01 1.733254391384812152e+02
-6.948795043217868006e+00 3.912389732991807278e+01 1.765368602201412216e+02
-8.403317434743760472e+00 3.603553148060131406e+01 1.799309700760986175e+02
-9.174328094797695954e+00 3.219205350058241066e+01 -1.768608174204151737e+02
-8.684047536292080594e+00 2.745927552317067466e+01 -1.748975052588098720e+02
-6.452633478692960445e+00 2.215335266202432507e+01 -1.764679679948721969e+02
-2.446116213923265725e+00 1.735730991649287347e+01 1.743182717339037993e+02
2.870974950829438654e+00 1.513043428955540293e+01 1.544916706838536413e+02
8.851298424824818767e+00 1.710187234749386320e+01 1.332856159559472644e+02
