# TFA (nT) IAVF (nT) INC (degree)
-7.677248319990267689e+00 9.486796482731004687e+01 1.707151079298043612e+02
-1.217560542000500057e+01 9.420807037522739336e+01 1.736143577829970468e+02
-1.671098138936515198e+01 9.309194177807758308e+01 1.766522155805103580e+02
-2.114570262681208135e+01 9.145812827281137913e+01 1.798087263344482380e+02
-2.531407914239985146e+01 8.925352546157236588e+01 -1.769461933287746547e+02
-2.903146416232370086e+01 8.643988771824474782e+01 -1.736544398679835979e+02
-3.210918410916924870e+01 8.300043636887947684e+01 -1.703712036700297290e+02
-3.437393355840862341e+01 7.894540824842708560e+01 -1.671662755736305144e+02
-3.568838591957462825e+01 7.431534686149774416e+01 -1.641254592802759191e+02
-3.596856646846473637e+01 6.918133705210387063e+01 -1.613527490200366401e+02
-3.519374767005731997e+01 6.364222483387023743e+01 -1.589744259130858666e+02
-3.340644805706919129e+01 5.781995516387651435e+01 -1.571468129599012968e+02
-3.070288431399079343e+01 5.185522056106510291e+01 -1.560700487168862480e+02
-2.721675058463382868e+01 4.590646883577181825e+01 -1.560105458073033446e+02
-2.310047280677301273e+01 4.015599917679622877e+01 -1.573330894256234274e+02
-1.850783702774715778e+01 3.482720429487579139e+01 -1.605332106148300682e+02
-1.358058358220121953e+01 3.021460620204620895e+01 -1.662217952619616881e+02
-8.439964540835827478e+00 2.671314186577482630e+01 -1.749166952495838814e+02
-3.182999503535627994e+00 2.478793050154423483e+01 1.735642620776822298e+02
2.117497869011554457e+00 2.479554364951696499e+01 1.607832030152764844e+02
7.410136230487564646e+00 2.674589308616364391e+01 1.491214808237375280e+02
1.266006684214752909e+01 3.032043850852134526e+01 1.401218584943312919e+02
1.784196556607540529e+01 3.513355396628710281e+01 1.339718298297637489e+02
2.292969406927585396e+01 4.091767335580989595e+01 1.301995330796787869e+02
2.787948644822983013e+01 4.755603124991552022e+01 1.282773335850976366e+02
3.259977989809490850e+01 5.505544302876980822e+01 1.278332526300403487e+02
3.689354556231569404e+01 6.351255682957238946e+01 1.286796891902192215e+02
4.034579920092868122e+01 7.307259958341178674e+01 1.308032336834281182e+02
4.211225396891096295e+01 8.384163762198613767e+01 1.343608933115513082e+02
4.058358225031151534e+01 9.565867031255739050e+01 1.396765615517015249e+02
3.314645217558965840e+01 1.075663423449708205e+02 1.471745627062881567e+02
1.718676590355684652e+01 1.169853773541184694e+02 1.570866786133908874e+02
-5.826416957030904342e+00 1.197501453911581279e+02 1.687860130027809191e+02
-2.707870196792110207e+01 1.132699768906855553e+02 -1.797079876995874486e+02
-3.801371021911247539e+01 1.001349401285538221e+02 -1.708414828327060206e+02
-3.883426379415594454e+01 8.568397490192475630e+01 -1.659680500805116594e+02
-3.436427637897793375e+01 7.360121773353422725e+01 -1.650392478301661754e+02
-2.841028705911956109e+01 6.518959593212854031e+01 -1.671397663314859869e+02
-2.286603373443104559e+01 6.041245496088657774e+01 -1.709145770578318206e+02
-1.852109624479928840e+01 5.865824556583572758e+01 -1.749294643107706122e+02
-1.571126379189348121e+01 5.910539280380159255e+01 -1.780541901334720478e+02
-1.461649583152940934e+01 6.089780071059334432e+01 -1.796492704904289326e+02
-1.532574069960902285e+01 6.319020043045333068e+01 -1.794942066634051798e+02
-1.773075010317962352e+01 6.510573637568920446e+01 -1.776491293391423767e+02
-2.128444539259538715e+01 6.571000767871618109e+01 -1.744127968798488268e+02
-2.478903487615340495e+01 6.414824917268641968e+01 -1.703987007398561104e+02
-2.660434104405472056e+01 6.002470856070958405e+01 -1.666425737802250922e+02
-2.547692173915588398e+01 5.382729307405606534e+01 -1.646008627180652297e+02
-2.132778736227301408e+01 4.699230959866904556e+01 -1.659254092257231434e+02
-1.513409914723815319e+01 4.151404132535876101e+01 -1.718164232747159303e+02
-8.186714923188569415e+00 3.930379505659541195e+01 1.784049454462893891e+02
-1.596597023562074114e+00 4.133695929068174024e+01 1.681871607238335571e+02
3.659315196671078851e+00 4.723065175906661750e+01 1.612573004483504917e+02
6.341650747158869450e+00 5.583279405794968397e+01 1.590931437696316095e+02
4.595275988658837463e+00 6.548214155943348658e+01 1.616940514493889793e+02
-3.052501282245621894e+00 7.322492489427895634e+01 1.683699769564650808e+02
-1.386347377429453331e+01 7.521993940968737036e+01 1.769434751697869501e+02
-2.088337419373296910e+01 7.094389353325827585e+01 -1.762742593620884861e+02
-2.166015723654875558e+01 6.457749655022807644e+01 -1.736826922736104279e+02
-1.911031399324408042e+01 5.993899601282818423e+01 -1.747346295487278098e+02
-1.606167982920246118e+01 5.811845435329198750e+01 -1.773987534126464993e+02
-1.383032703326217572e+01 5.865815466739056916e+01 -1.799101711592278718e+02
-1.289231168087645152e+01 6.074187139043628036e+01 1.786466362803535901e+02
-1.341231699772315444e+01 6.364212292510948998e+01 1.785548286865051182e+02
-1.543320370297506905e+01 6.676167943131227389e+01 1.798064047886524008e+02
-1.887504938082558326e+01 6.955323363909330681e+01 -1.777089579892442828e+02
-2.342811190465960181e+01 7.144555511233519951e+01 -1.741591512284504972e+02
-2.840950900470868845e+01 7.184018757570690639e+01 -1.698097359252292904e+02
-3.272558331009227572e+01 7.022960935825165052e+01 -1.651018970365094560e+02
-3.513713747285163436e+01 6.643927836641329066e+01 -1.607161459847712308e+02
-3.483334628091571972e+01 6.086906678569722828e+01 -1.575562715567456564e+02
