dist,TFA_r,AMA_r,AMA_r_filt,TFA_r_filt,d2x,d2y_AMA_r,d2y_AMA_r_filt
9750.0,-36.79484365365144,49.78848186980425,49.86291088995928,-37.01485192005889,9750.0,0.0005871912862111315,0.0007940949446418359
9800.0,-46.63493369631,58.04984389083674,58.65344303618614,-48.0795384318911,9800.0,0.0005455169082915888,0.0007251505646403302
9850.0,-59.29614700609808,67.6749981825982,69.25685159401382,-62.204098265816285,9850.0,0.0008516912624507711,0.00018218853746149364
9900.0,-75.25856122261571,79.42938063048659,80.31573149549524,-76.75926813934392,9900.0,-0.00026953415419836803,-0.0009537665739878833
9950.0,-90.4193659664623,90.50992769287906,88.99019496200695,-86.42177824947262,9950.0,-0.0026336967335368854,-0.0022277198900846314
10000.0,-92.02356901985117,95.00623292142932,92.09535870330708,-85.87457180116401,10000.0,-0.0038049126327622048,-0.002767383657002472
10050.0,-75.34126222231981,89.99025656807406,88.28206330210104,-74.12811639182047,10050.0,-0.0030182505597042392,-0.002130942984945824
10100.0,-52.31344189519042,77.4286538154582,79.14141043853043,-55.77864608187093,10100.0,0.0008024307727279223,-0.0008371147054914275
10150.0,-34.58408212943914,66.87312799466216,67.90797081123125,-37.44905312894028,10150.0,0.0002874471389728001,0.0002479590349507305
10200.0,-22.79063299658512,57.0362200212981,57.2944287713089,-23.443843369297245,10200.0,7.583002168879602e-05,0.000758371238433358
10250.0,-14.004916616176528,47.38888710215603,48.57681482746994,-14.572593594201972,10250.0,0.002042000854287886,0.000796409960187978
10300.0,-10.58124617876336,42.84655631873368,41.85022578410092,-9.52199079006004,10300.0,-0.0007145527497780507,0.000608484972620559
10350.0,-7.4328840060811165,36.517843660866205,36.6448491722833,-6.577407919525585,10350.0,0.000944350592967632,0.0004404377020006706
10400.0,-3.939246722689159,32.55000748541781,32.54056681546736,-4.672086597639476,10400.0,0.00024823698657349953,0.0003550378238606612
10450.0,-3.61236009879936,29.20276377640316,29.323879018303067,-3.384781108515696,10450.0,0.0003446617407173477,0.00026949934193643796
10500.0,-2.9201800679758905,26.71717441918188,26.780939575979872,-2.449343633323623,10500.0,0.00032501054675630883,0.00015621097720874532
10550.0,-1.2672345575129325,25.044111428851373,24.62852757667854,-1.6800811982915316,10550.0,-0.00037227220960437817,6.825598018678391e-05
10600.0,-1.268538240539009,22.44036791450992,22.646755527844167,-1.0567338049632755,10600.0,0.000487776646404501,4.661818330887258e-05
10650.0,-0.4205421199442248,21.05606601617972,20.781528937281976,-0.5918307688178326,10650.0,-0.0003249924193379826,7.624373658370303e-05
10700.0,-0.5100272355898512,18.859283069504563,19.106911688179043,-0.2612653004605493,10700.0,0.000263336611628047,0.00010091553930695767
10750.0,0.4266743335362135,17.320841651899524,17.684583287343504,-0.0346211024649363,10750.0,0.0006616159908785321,8.007324888230159e-05
10800.0,-0.3745318138715554,17.436440211490815,16.46243800871372,0.1503834813936396,10800.0,-0.001196387524837702,6.575052617541957e-05
10850.0,0.2370238072917645,14.561069958987853,15.404669045522484,0.3297409075555369,10850.0,0.0012347398721895147,9.216907283052649e-05
10900.0,0.9864014852943124,14.772549386958676,14.577322764407567,0.3980705069179108,10900.0,-0.00031745017632031603,9.544453565406954e-05
10950.0,0.374535074365418,14.19040337412871,13.988587822427824,0.2770987235940165,10950.0,-0.000224875459040544,5.9577025949490545e-05
11000.0,-0.8321935281835312,13.046068713697384,13.548795445321808,0.1090088248150665,11000.0,0.0006677668369993292,6.103924823921858e-06
11050.0,0.5859908541912436,13.57115114576438,13.124262880275596,0.0006090095891665,11050.0,-0.0004951764669096264,-4.5429305860577074e-05
11100.0,0.2554721460393376,12.858292410557311,12.586157050577942,-0.1452518204093177,11100.0,-0.0002569286093433703,-3.347321293966843e-05
11150.0,-0.8504820689857436,11.503112151991816,11.964368188531116,-0.3278003105274503,11150.0,0.0004847562392667477,2.2269835491819378e-05
11200.0,-0.4440295525407653,11.35982249159319,11.39825391521384,-0.3724232786317779,11200.0,-0.00010299599538053315,2.2345050301077408e-05
11250.0,-0.3074019937891989,10.959042842743232,10.888002267649256,-0.2420663125077461,11250.0,4.0759490083288344e-05,-2.708309789555301e-05
11300.0,0.2913535410583614,10.660161919101494,10.31004287534579,-0.1092920847790504,11300.0,-0.0004276676405004622,-3.963915077079818e-05
11350.0,0.1192314355272681,9.2921118942086,9.632985606115328,-0.0827855712393281,11350.0,0.000526646064639322,1.3372015343527722e-06
11400.0,-0.8432077271422762,9.240677030914012,8.959271340720749,-0.0504097854790369,11400.0,-0.0004132167717177694,5.444121510372568e-05
11450.0,0.4056456345130201,8.156200238325,8.421660113085483,0.0888527979842132,11450.0,0.0004505229340056559,9.446399791646201e-05
11500.0,0.6225461650251681,8.198030780750129,8.120208880241373,0.2355511778011164,11500.0,-0.00023302180717246372,9.641454178665825e-05
11550.0,-0.3201776887584417,7.657306805244097,8.059794001863908,0.2777097291017533,11550.0,0.0005473254994870139,3.3895632833086606e-05
11600.0,0.605520422471097,8.4848965784556,8.08411820556916,0.1901649225999263,11600.0,-0.0004137769207920243,-4.871714841727908e-05
11650.0,0.423820572011192,8.278044049687043,7.986649538231214,-0.0125299646529688,11650.0,-0.00029042918309020324,-6.155629107596852e-05
11700.0,-1.1472321450171423,7.345118563192978,7.735290143203347,-0.1816668323913931,11700.0,0.000401613113940952,-1.671257278288749e-05
11750.0,0.0189592009109309,7.416225861551292,7.442149316218261,-0.1678796819167174,11750.0,5.430718963602423e-05,9.96004825419945e-06
11800.0,0.3538003555877684,7.6231011339996675,7.173908609868674,-0.0811660060732483,11800.0,-0.000645317327131237,2.0987487757208355e-05
11850.0,-0.2834857622129065,6.216683088619951,6.958136622912107,-0.1097220769543828,11850.0,0.000985949574389697,2.007751998473175e-05
11900.0,-0.3784397769727734,7.275138979214477,6.79255843591737,-0.2732968072974394,11900.0,-0.0006241939904332494,-5.693799792816634e-06
11950.0,-0.028805147397656,6.773109893725879,6.612745749440592,-0.493396134273147,11950.0,-7.922773535999176e-05,-3.1687407674812816e-06
12000.0,-1.0816379910181584,6.073011469837302,6.42501121104511,-0.6362677111874362,12000.0,0.000414704618331233,3.446787108687559e-05
12050.0,-0.9328185869475688,6.409674591776807,6.323446350366817,-0.563653782050438,12050.0,-0.00021643432339701435,3.994572075022589e-05
12100.0,0.2094029526726999,6.2052519052237765,6.321745791564089,-0.3334180279874763,12100.0,0.0001871763292722278,9.694742041773452e-07
12150.0,-0.161087511444979,6.468770041851315,6.322468918271804,-0.1487480839962797,12150.0,-0.0001642630423630159,-3.905545905052854e-05
12200.0,-0.2839563008466968,6.321630572571315,6.225553397353198,-0.0965908741574455,12200.0,-0.00014988092381524893,-5.031842017858565e-05
12250.0,-0.1822108726310913,5.799788793753192,6.002841825988128,-0.1624037044284142,12250.0,0.00027676585434726524,-3.950331323451053e-05
12300.0,0.1878555041027429,5.969861650803232,5.681371971536781,-0.3498741063430968,12300.0,-0.0003551732229968568,-1.2222102590991569e-05
12350.0,-1.4960202799521047,5.25200145036113,5.329346860607956,-0.6208664441467514,12350.0,0.00020893260415211578,4.365662538934352e-05
12400.0,-0.0764813634662247,5.056472760299317,5.086463313152489,-0.9066219854791706,12400.0,-8.330039415725316e-05,9.674598924072874e-05
12450.0,-1.5675177221187275,4.652693084844372,5.085444738798844,-1.1602424450973716,12450.0,0.0004429672107205597,7.193946552040451e-05
12500.0,-1.4675720061559971,5.356331436190826,5.264274828246211,-1.3103148964660836,12500.0,-2.0596708948788134e-05,-2.8600700625028707e-05
12550.0,-1.1618291644946954,6.008478015165309,5.371603166131005,-1.333636866047495,12550.0,-0.0007811739294337488,-9.504810667840964e-05
12600.0,-0.9843400667279008,4.707689770555421,5.241311237319776,-1.2867009246485466,12600.0,0.0007909943553531782,-7.346046241413795e-05
12650.0,-1.7515758848263745,5.384387414328478,4.927368152473202,-1.161063940289978,12650.0,-0.0007387446827953379,-1.372422769788102e-05
12700.0,-0.8040195757998971,4.21422335111319,4.579114498381925,-0.9361884615962248,12700.0,0.0005347607293597381,3.912073552511792e-05
12750.0,-0.4230243179578025,4.380961111297247,4.328662683103443,-0.7317280282623924,12750.0,-0.0001828879241430709,5.737936792535514e-05
12800.0,-0.6010858789250788,4.090479061123627,4.2216592876383485,-0.6640443068450272,12800.0,0.0002255095685069648,3.147562855534964e-05
12850.0,-1.1346395456395173,4.363770932217419,4.1933449635616284,-0.6813156937115886,12850.0,-0.00023998786808321563,-9.855562527033612e-06
12900.0,-0.46463454220471,4.0370931331031725,4.140391733167324,-0.712718268260349,12900.0,0.00021330371694759016,-3.506248616137988e-05
12950.0,-0.6316542143077424,4.243674626357901,3.9997822873695705,-0.7937987091018347,12950.0,-0.00021096228823536229,-1.7362972281018684e-05
13000.0,-1.1099877223917043,3.922850399024224,3.81576541086927,-0.9374321037546354,13000.0,-0.00018930155249199742,4.4179306093192315e-05
13050.0,-0.8061292455835477,3.128772290460553,3.7421967996019503,-1.0443106893336394,13050.0,0.0007019272044452219,7.57682249182217e-05
13100.0,-1.6992369852529507,4.089512193009937,3.858048750630185,-1.0026888327424002,13100.0,-0.00036937786229628174,2.3204311569904767e-05
13150.0,-0.3979477279962671,4.1268074398186165,4.031911480583181,-0.85227559484896,13150.0,-4.142371647195589e-05,-5.4249237985816026e-05
13200.0,-0.492531150807719,4.060543395447406,4.070151115571638,-0.7707624540111285,13200.0,0.0001133265901957845,-8.032788679617795e-05
13250.0,-1.2027403551766296,4.2775958265656575,3.907571033569649,-0.8378278763716245,13250.0,-0.000510050692311977,-3.848357138923895e-05
13300.0,-0.9791163336841064,3.2195215269039656,3.648782023094563,-0.9910542764764152,13300.0,0.0005052323940004941,2.5785646942563822e-05
13350.0,-0.7487669061336351,3.424528212243509,3.454457129975886,-1.1828806611974505,13350.0,6.505429554708204e-05,5.4911752591859475e-05
13400.0,-2.045484842812468,3.7921706364507575,3.397411618336858,-1.3708262207426745,13400.0,-0.0006091232902701718,5.107233544277055e-05
13450.0,-0.7169538766171863,2.637004834982576,3.4680469453047564,-1.4756217229383135,13450.0,0.0011469762844184583,1.6140978947588104e-05
13500.0,-2.225185730763557,4.3492797445605405,3.579034719641625,-1.4248967941195732,13500.0,-0.0009438073264479074,-3.0168344685455752e-05
13550.0,-1.0387056969343138,3.702036338018736,3.614601632264854,-1.2234383951296322,13550.0,3.857285841397058e-05,-1.00860618456446e-05
13600.0,-0.795697771400523,3.1512250775118584,3.624953390273972,-1.0313308180893863,13600.0,0.00042911514268793383,4.416887219353623e-05
13650.0,-1.0324874957461745,3.673201673724815,3.74572732876693,-1.04841833429678,13650.0,7.315547762836836e-05,3.153706386700215e-05
13700.0,-1.237421591260802,4.378066964008693,3.9453439269273938,-1.3162966474244724,13700.0,-0.0006105201327607201,-2.502266355046867e-05
13750.0,-1.5559449046403924,3.5566319223907703,4.082403866211686,-1.69862575077083,13750.0,0.0007707644311229935,-6.718572152758746e-05
13800.0,-2.3286515698127044,4.662107958580331,4.051499501677009,-1.9562894902657644,13800.0,-0.0008290947584374162,-7.512813084369477e-05
13850.0,-2.2775307491665417,3.6948470986763513,3.832774810033096,-1.91997766946344,13850.0,0.0002506092190393925,-2.9877982716114815e-05
13900.0,-1.4464754702318647,3.354109286370853,3.539355161598896,-1.7114457964337972,13900.0,0.0001166841770063204,2.9493492252704988e-05
13950.0,-0.9278041394712508,3.305081916581156,3.319669243796459,-1.6350362638882814,13950.0,4.814287672091844e-06,4.42612686227692e-05
14000.0,-2.1065697532044503,3.268090265971688,3.2106364975509445,-1.7553479676720007,14000.0,4.457835580579381e-05,3.440084810220476e-05
14050.0,-2.5246191377778686,3.342544504876705,3.187605871560942,-1.835163798397017,14050.0,-0.0002262985365442711,3.7795699980373957e-05
14100.0,-0.8602967215433822,2.851252402421044,3.2590644955218746,-1.7324369955627512,14100.0,0.00043522127256486663,2.3123873062238687e-05
14150.0,-2.4587457078495474,3.44801348137755,3.388332802138404,-1.544362075127229,14150.0,5.5077379718517075e-05,-2.5516374796417908e-05
14200.0,-0.717033028275393,4.182468009630348,3.4538101717638883,-1.452617248109917,14200.0,-0.0008442470639501532,-2.557750090321065e-05
14250.0,-1.5129782076716547,2.806304878007763,3.455343789131346,-1.6024081945241777,14250.0,0.0007078804109712138,2.849017294417955e-05
14300.0,-2.078210188724184,3.199842773813212,3.528102838859253,-1.943048779997454,14300.0,0.00029958539483930497,1.7551319293068522e-05
14350.0,-2.4928260184384614,4.342344156716924,3.644740186819831,-2.2367332836587046,14350.0,-0.0009579200780927504,-5.979657746602633e-05
14400.0,-2.053024084566488,3.0900453443887588,3.611886091115343,-2.298243516679925,14400.0,0.0009046303693428701,-9.888298582244523e-05
